paper_id	affiliations	author_area_id	author_area_label
wang23e_interspeech	['naver cloud, south korea']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
feng23_interspeech	['speech and music intelligence (sami), bytedance']	9	Speech Recognition: Architecture, Search, and Linguistic Components
shin23_interspeech	['school of industrial and management engineering, korea university, seoul, republic of korea', 'sk telecom, republic of korea']	12	Spoken Language Processing: Translation, Information Retrieval, Summarization, Resources, and Evaluation
wang23f_interspeech	['school of computing, national university of singapore, singapore', 'department of electrical and computer engineering, national university of singapore, singapore', 'shenzhen research institute of big data, school of data science, the chinese university of hong', 'kong, shenzhen, china', 'machine listening lab, university of bremen, germany']	14	Special Sessions and Challenges
feng23b_interspeech	['speech and music intelligence (sami), bytedance']	9	Speech Recognition: Architecture, Search, and Linguistic Components
yang23h_interspeech	['dept. of electrical and electronic engineering, yonsei university, south korea']	6	Speech Coding and Enhancement
xu23b_interspeech	['tencent ai lab, belleuve, usa']	6	Speech Coding and Enhancement
delcroix23_interspeech		14	Special Sessions and Challenges
ma23b_interspeech	['shanghai jiao tong university, shanghai, china', 'shanghai ai laboratory, shanghai, china', 'tsinghua university, beijing, china']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
keding23_interspeech	['centre for mathematical sciences, lund university', 'automatic control, department of electrical engineering, link¨oping university', 'eriksholm research centre, snekkersten, denmark']	14	Special Sessions and Challenges
xu23c_interspeech	['key laboratory of noise and vibration research, institute of acoustics, chinese academy of', 'sciences, beijing, china', 'university of chinese academy of sciences, beijing, china']	6	Speech Coding and Enhancement
zhu23d_interspeech	['college of intelligence and computing, tianjin university, china', 'the academy of tianjin university hefei, china']	1	Speech Perception, Production, and Acquisition by Human Listeners
gu23_interspeech	['school of computer science and technology, harbin institute of technology, harbin, china']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
yuksel23_interspeech	['aixplain inc., los gatos, ca, usa']	12	Spoken Language Processing: Translation, Information Retrieval, Summarization, Resources, and Evaluation
zhu23e_interspeech	['cooperative medianet innovation center, shanghai jiao tong university', 'shanghai ai laboratory']	11	Spoken Dialog Systems and Conversational Analysis
yang23i_interspeech	['peking university, china', 'tencent ai lab, china', 'johns hopkins university, usa']	7	Speech Synthesis and Spoken Language Generation
song23_interspeech	"[""school of computer science, northwestern polytechnical university, xi'an, china"", 'bytedance']"	12	Spoken Language Processing: Translation, Information Retrieval, Summarization, Resources, and Evaluation
zhou23c_interspeech	['guangdong key laboratory of intelligent information processing,', 'college of electronics and information engineering, shenzhen university, shenzhen, china', 'acoustics laboratory, school of physics and optoelectronics,', 'south china university of technology, guangzhou, china']	13	Speech, Voice, and Hearing Disorders
fang23b_interspeech	['south china university of technology, china', 'pazhou lab, china', 'voiceai technologies, shenzhen, china']	3	Paralinguistics in Speech and Language: Human and Automatic Analysis and Processing
zhang23k_interspeech	['key laboratory of intelligent computing in medical image, northeastern university, china', 'department of electrical and computer engineering, national university of singapore, singapore', 'machine listening lab (mll), university of bremen, germany', 'sds, sribd, the chinese university of hong kong, shenzhen, china']	5	Analysis of Speech and Audio Signals
wang23g_interspeech	['china telecom corporation ltd. data&ai technology company']	4	Speaker and Language Identification
eni23_interspeech	['department of biomedical engineering, ben-gurion university of the negev, israel', 'departments of psychology and of cognitive and brain sciences, ben-gurion university of the', 'negev, israel']	3	Paralinguistics in Speech and Language: Human and Automatic Analysis and Processing
zhang23l_interspeech	['nio']	3	Paralinguistics in Speech and Language: Human and Automatic Analysis and Processing
gao23c_interspeech	['shenzhen research institute of big data, china', 'the hong kong university of science and technology (guangzhou), china']	10	Speech Recognition: Technologies and Systems for New Applications
polacek23_interspeech	['technical university of liberec, studentska 2', ' 17 liberec, czech republic', 'newton technologies, na pankraci 1683/127', ' 00 praha 4, czech republic']	10	Speech Recognition: Technologies and Systems for New Applications
nortje23_interspeech	['medialab, e&e engineering, stellenbosch university, south africa']	10	Speech Recognition: Technologies and Systems for New Applications
wang23h_interspeech	['shenzhen institute of advanced technology, chinese academy of sciences', 'institute of corpus studies and applications, shanghai international studies university', 'department of english language and literature, hong kong baptist university']	13	Speech, Voice, and Hearing Disorders
zhang23m_interspeech	['nerc-slip, university of science and technology of china (ustc)', 'school of electronics and information engineering, sichuan university']	1	Speech Perception, Production, and Acquisition by Human Listeners
luo23b_interspeech	['tencent ai lab, shenzhen, china']	6	Speech Coding and Enhancement
dang23b_interspeech	['viettel cyberspace center, viettel group, hanoi, vietnam']	7	Speech Synthesis and Spoken Language Generation
shen23_interspeech	['tilburg university, the netherlands', 'university of groningen, the netherlands']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
nuttall23_interspeech	['the forensic voice centre, york, uk', 'university of york, uk']	2	Phonetics, Phonology, and Prosody
mariotte23_interspeech	['laum umr cnrs 6613 iags, le mans universite, france', 'lium, le mans universite, france']	5	Analysis of Speech and Audio Signals
wu23b_interspeech	['meta reality labs research, usa', 'graduate institute of communication engineering, national taiwan university']	6	Speech Coding and Enhancement
yang23j_interspeech	['qualcomm ai research†, qualcomm korea yh, seoul, republic of korea']	12	Spoken Language Processing: Translation, Information Retrieval, Summarization, Resources, and Evaluation
du23_interspeech	['nvidia corporation']	7	Speech Synthesis and Spoken Language Generation
liu23e_interspeech	['department of information engineering and computer science, feng-chia university']	12	Spoken Language Processing: Translation, Information Retrieval, Summarization, Resources, and Evaluation
chen23g_interspeech	['nanyang technological university, singapore', 'georgia institute of technology, usa', 'tsinghua university, china']	5	Analysis of Speech and Audio Signals
wang23i_interspeech	['institute of automation, chinese academy of sciences', 'school of future technology', 'university of chinese academy of sciences', 'gammalab, pingan oneconnect', 'pingan insurance (group) company of china']	4	Speaker and Language Identification
mao23_interspeech	['school of management, fudan university, shanghai, china']	11	Spoken Dialog Systems and Conversational Analysis
ma23c_interspeech	['qifu technology, china']	7	Speech Synthesis and Spoken Language Generation
zhao23c_interspeech	['huawei finland research center']	14	Special Sessions and Challenges
panariello23b_interspeech	['eurecom, sophia antipolis, france']	4	Speaker and Language Identification
frenkel23_interspeech	['originai, israel', 'faculty of engineering, bar-ilan university, israel']	6	Speech Coding and Enhancement
yang23k_interspeech	['xiaomi ai lab, beijing, china']	7	Speech Synthesis and Spoken Language Generation
gessinger23_interspeech	['adapt centre, university college dublin, ireland', 'phonetics laboratory, linguistics, university of california, davis, usa', 'language science and technology, saarland university, saarbrucken, germany']	3	Paralinguistics in Speech and Language: Human and Automatic Analysis and Processing
wang23j_interspeech	['zhejiang university, hangzhou, china', 'westlake institute for advanced study & westlake university , hangzhou, china']	5	Analysis of Speech and Audio Signals
li23j_interspeech	['tsinghua-cuhk joint research center for media sciences, technologies and systems,', 'shenzhen international graduate school, tsinghua university, shenzhen, china', 'tencent ai lab, shenzhen, china', 'department of systems engineering and engineering management,', 'the chinese university of hong kong, hong kong sar, china']	7	Speech Synthesis and Spoken Language Generation
wang23k_interspeech	['nerc-slip, university of science and technology of china, hefei, china']	5	Analysis of Speech and Audio Signals
naowarat23_interspeech	['chulalongkorn university, bangkok, thailand', 'amazon alexa, cambridge, uk']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
mosuily23_interspeech	['university of southampton, united kingdom']	14	Special Sessions and Challenges
xiang23_interspeech	['yousonic technology, beijing, china']	6	Speech Coding and Enhancement
ye23_interspeech	['faculty of electrical engineering and computer science, ningbo university, ningbo, china', 'zhejiang key laboratory of mobile network application technology, china', 'ningbo city college of vocational technology, ningbo, china']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
wang23l_interspeech	['school of computer science and technology, soochow university, suzhou, china', 'provincial key laboratory for computer information processing technology, soochow university,', 'suzhou, china']	5	Analysis of Speech and Audio Signals
mateju23_interspeech	['faculty of mechatronics, informatics and interdisciplinary studies,', 'technical university of liberec, studentska 2', ' 17 liberec, czech republic']	9	Speech Recognition: Architecture, Search, and Linguistic Components
harding23_interspeech	['amazon alexa']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
cao23_interspeech	['department of electronic systems, ntnu, norway', 'kth royal institute of technology, eecs, sweden']	14	Special Sessions and Challenges
feng23c_interspeech	['korea advanced institute of science and technology, south korea']	5	Analysis of Speech and Audio Signals
xue23_interspeech	"[""school of computer science, northwestern polytechnical university, xi'an, china"", 'huawei cloud']"	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
wang23m_interspeech	['li liu3(b)', 'tianyi xu1', 'qi li4', 'sen li1', 'college of intelligence and computing, tianjin university, tianjin, china', 'tianjin international engineering institute, tianjin university, tianjin, china', 'the hong kong university of science and technology (guangzhou), guangzhou, china', 'school of electrical and information engineering, tianjin university, tianjin, china']	7	Speech Synthesis and Spoken Language Generation
bae23_interspeech	['samsung electronics, hwaseong, republic of korea']	6	Speech Coding and Enhancement
demir23_interspeech	['slu lab. friedrich-alexander-universitat erlangen-nurnberg, germany', 'pattern recognition lab. friedrich-alexander-universitat erlangen-nurnberg, germany', 'department of radiology friedrich-alexander-universitat erlangen-nurnberg, germany']	14	Special Sessions and Challenges
kang23_interspeech	['aitrics1, kaist2']	7	Speech Synthesis and Spoken Language Generation
gao23d_interspeech	['graduate school of informatics, kyoto university, kyoto, japan']	3	Paralinguistics in Speech and Language: Human and Automatic Analysis and Processing
verma23_interspeech	['†convin.ai, ‡indian institute of technology kanpur (iit-k)']	9	Speech Recognition: Architecture, Search, and Linguistic Components
huang23c_interspeech	['school of informatics, xiamen university, china', 'school of electronic science and engineering, xiamen university, china']	11	Spoken Dialog Systems and Conversational Analysis
yang23l_interspeech	['xiaomi corp., beijing, china', 'shanghai jiao tong university, shanghai, china']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
huang23d_interspeech	"[""northwestern polytechnical university, xi'an, china""]"	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
antonova23_interspeech	['nvidia, usa']	9	Speech Recognition: Architecture, Search, and Linguistic Components
an23_interspeech	['speech lab of damo academy, alibaba group, china']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
glocker23_interspeech	['aimotion bavaria, technische hochschule ingolstadt, germany', 'intel labs, germany']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
liu23f_interspeech	['moe key lab of artificial intelligence, ai institute', 'x-lance lab, department of computer science and engineering', 'shanghai jiao tong university, shanghai, china']	4	Speaker and Language Identification
feindt23_interspeech	['isfas, kiel university, germany', 'division of speech, music & hearing, kth royal institute of technology, sweden']	3	Paralinguistics in Speech and Language: Human and Automatic Analysis and Processing
zheng23b_interspeech	['national engineering research center of speech and language information processing,', 'university of science and technology of china, hefei, p r. china']	6	Speech Coding and Enhancement
zhang23n_interspeech	['jd technology group']	7	Speech Synthesis and Spoken Language Generation
alastruey23_interspeech	['talp research center, universitat politecnica de catalunya, barcelona, spain', 'amazon alexa, germany']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
chen23h_interspeech	['national yang ming chiao tung university', ' academia sinica,', 'national cheng kung university hospital']	13	Speech, Voice, and Hearing Disorders
vandereeckt23_interspeech	['ku leuven', 'department electrical engineering esat-psi, leuven, belgium']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
spiesberger23_interspeech	['chair of embedded intelligence for health care and wellbeing, university of augsburg, germany', 'audeering gmbh, gilching, germany', 'glam – group on language, audio, & music, imperial college, uk']	11	Spoken Dialog Systems and Conversational Analysis
zhou23d_interspeech	['damo academy, alibaba group, china']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
li23k_interspeech	['technische universitat braunschweig', 'institute for communications technology', 'schleinitzstr. 22', ' braunschweig, germany']	10	Speech Recognition: Technologies and Systems for New Applications
sach23_interspeech	['*technische universitat braunschweig', 'institute for communications technology', 'braunschweig, germany', '◦goodix technology (belgium) bv', 'leuven, belgium']	6	Speech Coding and Enhancement
liu23g_interspeech	['moe key lab of artificial intelligence, ai institute', 'x-lance lab, department of computer science and engineering', 'shanghai jiao tong university, shanghai, china']	4	Speaker and Language Identification
liu23h_interspeech	['school of communication and information engineering, chongqing university', 'of posts and telecommunications, chongqing 400065, china', 'audio analysis lab, create, aalborg university', ' aalborg, denmark']	5	Analysis of Speech and Audio Signals
garnier23_interspeech	['univ. grenoble alpes, cnrs, grenoble inp, gipsa-lab', ' grenoble, france']	1	Speech Perception, Production, and Acquisition by Human Listeners
strauch23_interspeech	['institute of imaging & computer vision, rwth aachen university, aachen, germany', 'clinic for phoniatrics, pedaudiology and communication disorders,', 'university hospital and medical faculty of rwth aachen university, aachen, germany']	1	Speech Perception, Production, and Acquisition by Human Listeners
li23l_interspeech	['state key laboratory of industrial control technology, institute of cyber systems and control,', 'zhejiang university, china']	14	Special Sessions and Challenges
xin23b_interspeech	['graduate school of information science and technology, the university of tokyo, japan']	7	Speech Synthesis and Spoken Language Generation
jiang23d_interspeech	['microsoft research', 'university of cambridge', 'microsoft azure speech']	9	Speech Recognition: Architecture, Search, and Linguistic Components
gong23_interspeech	['school of information and communication engineering, beijing university of posts and', 'telecommunications, china']	5	Analysis of Speech and Audio Signals
wang23n_interspeech	['school of electronic information, sichuan university, china']	6	Speech Coding and Enhancement
ribeiro23b_interspeech	['amazon alexa, tts research']	7	Speech Synthesis and Spoken Language Generation
choi23d_interspeech	['department of artificial intelligence, korea university, seoul, korea']	7	Speech Synthesis and Spoken Language Generation
wu23c_interspeech	['department of electrical engineering, national tsing hua university, taiwan']	3	Paralinguistics in Speech and Language: Human and Automatic Analysis and Processing
khan23_interspeech	['xperi inc.', 'speakunique ltd.', 'university of edinburgh']	7	Speech Synthesis and Spoken Language Generation
ma23d_interspeech	['moe key lab of artificial intelligence, ai institute,', 'x-lance lab, department of computer science and engineering,', 'shanghai jiao tong university, shanghai, china', 'department of electronic engineering, tsinghua university, beijing, china']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
wang23o_interspeech	['li liu3(b)', 'tianyi xu1', 'qi li4', 'sen li1', 'college of intelligence and computing, tianjin university, tianjin, china', 'tianjin international engineering institute, tianjin university, tianjin, china', 'the hong kong university of science and technology (guangzhou), guangzhou, china', 'school of electrical and information engineering, tianjin university, tianjin, china']	12	Spoken Language Processing: Translation, Information Retrieval, Summarization, Resources, and Evaluation
kudera23_interspeech	['department of phonetics, trier university, germany']	2	Phonetics, Phonology, and Prosody
lu23b_interspeech	['department of electrical engineering, national tsing hua university, taiwan']	3	Paralinguistics in Speech and Language: Human and Automatic Analysis and Processing
yang23m_interspeech	['netease yidun ai lab, hangzhou, china']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
manocha23_interspeech	['department of computer science, princeton university, princeton, nj, usa', 'meta reality labs research, usa']	5	Analysis of Speech and Audio Signals
zhang23o_interspeech	['amazon tts', ' department of electronic engineering, the chinese university of hong kong,', 'gdansk university of technology', ' university of warsaw']	7	Speech Synthesis and Spoken Language Generation
wang23p_interspeech	['ecole polytechnique federale de lausanne, lausanne, switzerland', 'logitech europe s.a., lausanne, switzerland']	7	Speech Synthesis and Spoken Language Generation
grosz23_interspeech	['department of lnformation and communications engineering, aalto university, finland']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
mijnders23_interspeech	['radboud university, the netherlands', 'ggnet mental health, the netherlands', 'university of twente, the netherlands']	3	Paralinguistics in Speech and Language: Human and Automatic Analysis and Processing
wang23q_interspeech	['nankai university, tianjin, china']	3	Paralinguistics in Speech and Language: Human and Automatic Analysis and Processing
cui23b_interspeech	['alibaba group, china']	7	Speech Synthesis and Spoken Language Generation
liu23i_interspeech	['moe key lab of artificial intelligence, ai institute', 'x-lance lab, department of computer science and engineering', 'shanghai jiao tong university, shanghai, china']	4	Speaker and Language Identification
arts23_interspeech	['university of twente, the netherlands']	3	Paralinguistics in Speech and Language: Human and Automatic Analysis and Processing
chang23_interspeech	['mit csail, usa']	14	Special Sessions and Challenges
rouas23_interspeech	['univ. bordeaux, cnrs, bordeaux inp, labri, umr 5800, f-33400 talence, france', 'crisco/ur4255, universite de caen normandie', ' caen, france', 'laboratoire de phonetique et phonologie umr7018, cnrs-sorbonne nouvelle, france', 'lisn umr 9015, cnrs, univ. paris-saclay, france', 'clle cnrs umr 5263, bordeaux, france']	14	Special Sessions and Challenges
song23b_interspeech	['school of information science and engineering, xinjiang university, china', 'xinjiang key laboratory of signal detection and processing, china', 'department of electronic engineering, tsinghua university, china']	4	Speaker and Language Identification
wang23r_interspeech	['nankai university, china', 'kuaishou technology, china']	7	Speech Synthesis and Spoken Language Generation
yariv23_interspeech	['♡the hebrew university of jerusalem , ♢technion - israel institute of technology', '♠tel-aviv university, ♣netapp']	5	Analysis of Speech and Audio Signals
vashishth23_interspeech	['google research']	4	Speaker and Language Identification
lin23f_interspeech	['institute of communication engineering, national tsing hua university, taiwan', 'department of electrical engineering, national tsing hua university, taiwan', 'e.sun financial holding co., ltd., taiwan']	6	Speech Coding and Enhancement
lux23_interspeech	['university of stuttgart, institute for natural language processing, germany']	7	Speech Synthesis and Spoken Language Generation
comini23_interspeech	['amazon alexa, tts research']	7	Speech Synthesis and Spoken Language Generation
lin23g_interspeech	['department of computer science and information &', 'empower vocational education research center,', 'national taiwan university of science and technology, taiwan']	9	Speech Recognition: Architecture, Search, and Linguistic Components
kotey23_interspeech	['adapt centre, school of engineering, trinity college dublin, ireland', 'adapt centre, department of computer science, maynooth university, ireland']	12	Spoken Language Processing: Translation, Information Retrieval, Summarization, Resources, and Evaluation
wang23s_interspeech	['college of computer science,inner mongolia university,china']	6	Speech Coding and Enhancement
chien23_interspeech	['national yang ming chiao tung university', ' academia sinica', 'national cheng kung university hospital']	13	Speech, Voice, and Hearing Disorders
liu23j_interspeech	['school of informatics, university of edinburgh, united kingdom']	14	Special Sessions and Challenges
lehecka23_interspeech	['department of cybernetics, university of west bohemia pilsen, czech republic']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
kogel23_interspeech	['sony europe b.v., stuttgart laboratory 1, germany']	7	Speech Synthesis and Spoken Language Generation
novoselov23_interspeech	['itmo university, st.petersburg,', 'stc ltd., st.petersburg,']	4	Speaker and Language Identification
kovalyov23_interspeech	['electrical and computer engineering, university of texas at dallas, richardson, tx, usa']	6	Speech Coding and Enhancement
cohen23_interspeech	['sony semiconductor israel, israel']	6	Speech Coding and Enhancement
xu23d_interspeech	"[""northwestern polytechnical university, xi'an, china""]"	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
chu23_interspeech	['school of optoelectronic science and engineering, soochow university, china', '∗corresponding authors: di wu, zhi tao']	6	Speech Coding and Enhancement
kirkland23_interspeech	['division of speech, music & hearing, kth royal institute of technology, stockholm, sweden']	3	Paralinguistics in Speech and Language: Human and Automatic Analysis and Processing
liu23k_interspeech	['shenzhen research institute of big data, shenzhen, china', 'school of data science, the chinese university of hong kong, shenzhen, china', 'department of electrical and computer engineering, national university of singapore, singapore']	5	Analysis of Speech and Audio Signals
wu23d_interspeech	['department of electrical engineering, national tsing hua university, taiwan', 'agency against corruption, ministry of justice, taiwan', 'cpc corporation, taiwan']	3	Paralinguistics in Speech and Language: Human and Automatic Analysis and Processing
nayem23_interspeech	['§department of computer science, indiana university, bloomington, usa', '†amazon, alexa ai, cambridge, usa']	12	Spoken Language Processing: Translation, Information Retrieval, Summarization, Resources, and Evaluation
carvalho23_interspeech	['inesc-id, lisbon, portugal', 'instituto superior tecnico, universidade de lisboa, portugal']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
tao23_interspeech	['university of glasgow, uk', 'univerista degli studi della campania luigi vanvitelli, italy']	3	Paralinguistics in Speech and Language: Human and Automatic Analysis and Processing
muller23_interspeech	['fraunhofer aisec']	6	Speech Coding and Enhancement
bahar23_interspeech	['apptek gmbh, aachen, germany', 'rwth aachen university, aachen, germany']	12	Spoken Language Processing: Translation, Information Retrieval, Summarization, Resources, and Evaluation
zhao23d_interspeech	['audio information processing, technical university of munich, germany']	6	Speech Coding and Enhancement
bataev23_interspeech	['nvidia', 'university of london, uk;', 'itmo university, russia;', 'higher school of economics, russia']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
rumberg23_interspeech	['institut fur informationsverarbeitung - l3s, leibniz university hannover, germany', 'institut fur sonderpadagogik, leibniz university hannover, germany']	9	Speech Recognition: Architecture, Search, and Linguistic Components
khandelwal23_interspeech	['fortemedia singapore, singapore']	5	Analysis of Speech and Audio Signals
wang23t_interspeech	['peking university, beijing, china', 'microsoft research asia, beijing, china']	1	Speech Perception, Production, and Acquisition by Human Listeners
chen23i_interspeech	['university of illinois at urbana-champaign', 'm health information systems']	14	Special Sessions and Challenges
liu23l_interspeech	"['university of surrey, uk', 'bytedance, china', ""xi'an jiaotong-liverpool university, china"", 'southern university of science and technology, china 5izmir katip celebi university, turkey']"	5	Analysis of Speech and Audio Signals
sharma23_interspeech	['electrical and computer engineering1, language technologies institute 2', 'carnegie mellon university, usa']	12	Spoken Language Processing: Translation, Information Retrieval, Summarization, Resources, and Evaluation
liang23b_interspeech	['moe key lab of artificial intelligence, ai institute', 'x-lance lab, department of computer science and engineering', 'shanghai jiao tong university, shanghai, china']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
gebauer23_interspeech	['institut fur informationsverarbeitung - l3s, leibniz university hannover, germany', 'institut fur sonderpadagogik, leibniz university hannover, germany']	14	Special Sessions and Challenges
wang23u_interspeech	['moe key lab of artificial intelligence, ai institute', 'x-lance lab, department of computer science and engineering', 'shanghai jiao tong university, shanghai, china']	4	Speaker and Language Identification
piton23_interspeech	['universite de geneve, switzerland', 'campus biotech, switzerland', 'idiap research institute, switzerland']	14	Special Sessions and Challenges
koppelmann23_interspeech	['institute of communication acoustics, ruhr-universitat bochum, bochum, germany']	5	Analysis of Speech and Audio Signals
kano23_interspeech	['nara institute of science and technology, japan']	14	Special Sessions and Challenges
lee23e_interspeech	['naver cloud, south korea']	3	Paralinguistics in Speech and Language: Human and Automatic Analysis and Processing
jain23_interspeech	['school of electrical and electronics engineering, university of galway, galway, ireland', 'speech and dialogue research laboratory, university politehnica of bucharest, romania']	10	Speech Recognition: Technologies and Systems for New Applications
wen23b_interspeech		6	Speech Coding and Enhancement
ng23_interspeech	['department of electronic engineering, the chinese university of hong kong', 'department of chinese and bilingual studies, the hong kong polytechnic university']	14	Special Sessions and Challenges
sun23b_interspeech	['centre for vision, speech and signal processing (cvssp), university of surrey, uk', 'department of electrical and electronics engineering, izmir katip celebi university, turkey']	5	Analysis of Speech and Audio Signals
dineley23_interspeech	"[""institute of psychiatry, psychology and neuroscience, king's college london, london, uk"", 'school of psychology, university of sussex, falmer, uk', 'institute of health informatics, university college london, london, uk', 'mit lincoln laboratory, lexington, ma, usa']"	14	Special Sessions and Challenges
linke23_interspeech	['signal processing and speech communication laboratory, graz university of technology', ',3budapest university of technology and economics, department of telecommunication and', 'media informatics; hungarian research centre for linguistics']	5	Analysis of Speech and Audio Signals
nielsen23_interspeech	['school of informatics', 'university of edinburgh, uk']	2	Phonetics, Phonology, and Prosody
elie23b_interspeech	['linguistics and english language; the university of edinburgh; edinburgh, scotland, uk']	2	Phonetics, Phonology, and Prosody
alvarado23_interspeech	['speech processing and transmission laboratory, university of chile', 'clinical hospital, university of chile', 'department of electrical and computer engineering, carnegie mellon university']	14	Special Sessions and Challenges
calderondepalma23_interspeech	['radboud university medical center, the netherlands', 'washington state university, united states of america', 'trinity college dublin; global brain health institute; trinity college institute of neuroscience;', 'trinity centre for biomedical engineering, ireland']	14	Special Sessions and Challenges
abbas23_interspeech	['alexa ai, amazon']	7	Speech Synthesis and Spoken Language Generation
pouthier23_interspeech	"['nxp semiconductors, france', ""universite cote d'azur, inria, cnrs, ljad, i3s, maasai, france""]"	9	Speech Recognition: Architecture, Search, and Linguistic Components
raissi23_interspeech	['machine learning and human language technology,', 'computer science department, rwth aachen university', ' aachen, germany', 'apptek gmbh', ' aachen, germany']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
wan23_interspeech	['microsoft research asia', 'computer science department, university of california, los angeles']	6	Speech Coding and Enhancement
gaultier23_interspeech	['cambridge hearing group, mrc cognition and brain sciences unit, university of cambridge, uk']	14	Special Sessions and Challenges
sabev23_interspeech	['department of language science and technology, saarland university, germany', 'department of romance studies, johannes gutenberg university mainz, germany']	2	Phonetics, Phonology, and Prosody
lavechin23_interspeech	['lscp, ens, ehess, cnrs, psl university, paris, france', 'meta ai research, france', 'unit of computing sciences, tampere university, finland', 'irit, cnrs, toulouse, france', 'cognitive machine learning team, inria, france']	14	Special Sessions and Challenges
liu23m_interspeech	['centre for vision, speech and signal processing (cvssp), university of surrey, uk', 'speech, audio, and music intelligence (sami) group, bytedance, china']	5	Analysis of Speech and Audio Signals
zhang23p_interspeech	['yeshiva university, nyc, ny, usa', 'cornell university, ithaca, ny, usa']	6	Speech Coding and Enhancement
park23d_interspeech	['the university of tokyo, japan']	7	Speech Synthesis and Spoken Language Generation
kushwaha23_interspeech	['courant institute of mathematical sciences, new york university, ny, usa', 'marl, new york university, ny, usa', 'idm, new york university, ny, usa']	5	Analysis of Speech and Audio Signals
belagali23_interspeech	['electrical engineering, indian institute of science, bengaluru 560012, india']	13	Speech, Voice, and Hearing Disorders
zhang23q_interspeech	['tencent ai lab, bellevue, wa, usa', 'tencent ethereal audio lab, shenzhen, guangdong, china']	6	Speech Coding and Enhancement
jakubiak23_interspeech	['university of warsaw, poland']	10	Speech Recognition: Technologies and Systems for New Applications
kolehmainen23_interspeech	['amazon, us']	9	Speech Recognition: Architecture, Search, and Linguistic Components
oberhag23_interspeech	['institute of communication acoustics, ruhr-universitat bochum, bochum, germany', 'ws audiology, erlangen, germany']	6	Speech Coding and Enhancement
christodoulidou23_interspeech	['aristotle university of thessaloniki, greece']	2	Phonetics, Phonology, and Prosody
moussa23_interspeech	['federal criminal police office (bka), germany', 'it security infrastructures lab, friedrich-alexander university of erlangen-nurnberg, germany', 'data science chair, julius-maximilians university of wurzburg, germany']	5	Analysis of Speech and Audio Signals
sullivan23_interspeech	['the university of british columbia, canada', 'mohamed bin zayed university of artificial intelligence, uae']	4	Speaker and Language Identification
archerboyd23_interspeech	['institute of communication acoustics, ruhr-universitat bochum, bochum, germany']	1	Speech Perception, Production, and Acquisition by Human Listeners
lu23c_interspeech	['cambridge university, uk', 'amazon alexa']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
rybakov23b_interspeech	['google research']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
brown23_interspeech	['department of linguistics and english language, lancaster university, lancaster, uk', 'soundscape voice evidence, lancaster, uk']	2	Phonetics, Phonology, and Prosody
picheny23_interspeech	['nyu courant-computer science and center for data science, usa', 'nyu center for data science, usa']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
montesinos23_interspeech	['universitat pompeu fabra, department of information and communication technologies, spain', 'aalborg university, department of electronic systems, denmark', 'oticon a/s, denmark']	7	Speech Synthesis and Spoken Language Generation
hou23_interspeech	['waves research group, ghent university, belgium. 2university of leicester, uk.', 'shenzhen university, china. 4university college london, uk.', 'airo-idlab, ghent university-imec, belgium. 6university of surrey, uk.']	5	Analysis of Speech and Audio Signals
stemmer23_interspeech	[',6intel corp., germany', ',3,5intel corp., mexico', 'intel corp., usa']	3	Paralinguistics in Speech and Language: Human and Automatic Analysis and Processing
ditthapron23_interspeech	['worcester polytechnic institute', ' institute rd, worcester, ma 01609 ,usa']	6	Speech Coding and Enhancement
