paper_id	affiliations	author_area_id	author_area_label
bn24_interspeech	['college of information sciences & technology, penn state, usa', 'central queensland university, australia']	3	Paralinguistics in Speech and Language: Human and Automatic Analysis and Processing
chen24c_interspeech	['department of computer science, columbia university, united states']	10	Speech Recognition: Technologies and Systems for New Applications
mawalim24_interspeech	['japan advanced institute of science and technology, japan']	6	Speech Coding and Enhancement
mun24_interspeech	['department of linguistics, seoul national university, republic of korea', 'department of french language education, seoul national university, republic of korea']	14	Special Sessions and Challenges
nijat24_interspeech	['school of computer science and technology, xinjiang university , china', 'center for speech and language technologies, bnrist, tsinghua university, china']	1	Speech Perception, Production, and Acquisition by Human Listeners
vandereeckt24_interspeech	['ku leuven', 'department electrical engineering esat-psi, leuven, belgium']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
scheibler24_interspeech	['ly corporation, japan']	6	Speech Coding and Enhancement
lee24_interspeech	['department of applied artificial intelligence, sungkyunkwan university, seoul 03063, korea', 'department of immersive media engineering, sungkyunkwan university, seoul 03063, korea']	7	Speech Synthesis and Spoken Language Generation
tao24_interspeech	['speech and audio signal processing laboratory, beijing university of technology, beijing, china', 'shanghai branch of the southwest institute of electronics and telecommunication technology of', 'china, shanghai, china']	5	Analysis of Speech and Audio Signals
jing24_interspeech	['chair of embedded intelligence for health care & wellbeing, university of augsburg, germany', 'school of technology, beijing forestry university, china 3chi – chair of health informatics,', 'mri, technical university of munich, germany 4group on language, audio, & music, imperial', 'college london, uk 5 hume ai, new york, usa']	5	Analysis of Speech and Audio Signals
mu24_interspeech	['school of artificial intelligence', 'beijing university of posts and telecommunications, china']	5	Analysis of Speech and Audio Signals
yang24b_interspeech	['labs huawei co., ltd beijing, china', 'monash university, melbourne,australia']		
richter24_interspeech	['signal processing (sp), universitat hamburg, germany', 'codec avatars lab, meta, pittsburgh, pa, usa', 'language technology institute, carnegie mellon university, pittsburgh, pa, usa']	6	Speech Coding and Enhancement
despotovic24_interspeech	['bioinformatics & ai, department of medical informatics, luxembourg institute of health', 'deep digital phenotyping, department of precision health, luxembourg institute of health', 'multi-omics data science, department of cancer research, luxembourg institute of health']	14	Special Sessions and Challenges
wang24e_interspeech	['mit csail, usa', 'takeda development center americas, inc., usa', 'als therapy development institute, usa']		
wang24f_interspeech	['clsp and hlt-coe, johns hopkins university, usa', 'college of computing and data science, nanyang technological university, singapore']	14	Special Sessions and Challenges
loweimi24_interspeech	['speech group, machine intelligence laboratory, university of cambridge, uk', 'alta institute, department of engineering, university of cambridge, uk']	12	Spoken Language Processing: Translation, Information Retrieval, Summarization, Resources, and Evaluation
li24d_interspeech	['tokyo institute technology']	6	Speech Coding and Enhancement
lee24b_interspeech	['kakao corporation, sungnam, south korea']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
zhang24_interspeech	['ohio state university, columbus, oh, usa', 'tencent ai lab, bellevue, wa, usa']	6	Speech Coding and Enhancement
yang24c_interspeech	['cyberagent, inc., japan', 'the university of tokyo, japan']	7	Speech Synthesis and Spoken Language Generation
suda24_interspeech	['national institute of advanced industrial science and technology (aist), japan', 'the university of tokyo, japan', 'keio university, japan']	3	Paralinguistics in Speech and Language: Human and Automatic Analysis and Processing
singh24_interspeech	['sony ai, japan', 'sony ai, zurich']	6	Speech Coding and Enhancement
kim24b_interspeech	['school of electrical engineering, kaist, south korea']	5	Analysis of Speech and Audio Signals
kaland24_interspeech	['institute of linguistics - phonetics, university of cologne, germany', 'linguistics and english language, the university of edinburgh, united kingdom', 'department of linguistics, northwestern university, united states']	2	Phonetics, Phonology, and Prosody
kaland24b_interspeech	['institute of linguistics-phonetics, university of cologne, germany', 'department of german language and literature i, university of cologne, germany']	2	Phonetics, Phonology, and Prosody
ilias24_interspeech	['dss laboratory, school of ece, national technical university of athens, greece']	13	Speech, Voice, and Hearing Disorders
paissan24_interspeech	['fondazione bruno kessler, italy']	5	Analysis of Speech and Audio Signals
wang24g_interspeech	['speech and hearing research center, school of intelligence science and technology, peking', 'university, beijing, china 2national key laboratory of general artificial intelligence', 'institute for artificial intelligence, peking university']	5	Analysis of Speech and Audio Signals
kwok24_interspeech	['digital trust centre, nanyang technological university, singapore', 'college of computing and data science, nanyang technological university, singapore']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
gengembre24_interspeech	['orange, france', 'laboratoire de phonetique et de phonologie, france']	4	Speaker and Language Identification
murata24_interspeech	['cyberagent, inc., japan']	7	Speech Synthesis and Spoken Language Generation
wang24h_interspeech	['google llc, usa']	4	Speaker and Language Identification
bujnowski24_interspeech	['samsung research, poland', 'warsaw university of technology, poland']	10	Speech Recognition: Technologies and Systems for New Applications
nam24_interspeech	['korea advanced institute of science and technology, south korea,', 'samsung research, south korea', 'supertone inc, south korea']	5	Analysis of Speech and Audio Signals
lee24c_interspeech	['kadiri, shrikanth narayanan', 'university of southern california, usa']	1	Speech Perception, Production, and Acquisition by Human Listeners
chen24d_interspeech	['university of washington', 'microsoft', 'assemblyai']	5	Analysis of Speech and Audio Signals
jung24_interspeech	['samsung research, seoul, south korea']	12	Spoken Language Processing: Translation, Information Retrieval, Summarization, Resources, and Evaluation
lee24d_interspeech	['department of intelligence and information, seoul national university', 'interdisciplinary program in artificial intelligence, seoul national university', 'artificial intelligence institute, seoul national university']	7	Speech Synthesis and Spoken Language Generation
park24_interspeech	['squeezebits inc., republic of korea']	9	Speech Recognition: Architecture, Search, and Linguistic Components
lee24e_interspeech	['seoul national university, republic of korea']	13	Speech, Voice, and Hearing Disorders
munakata24_interspeech	['ly corporation, japan']		
dinkel24_interspeech	['ai lab, xiaomi corporation, china']	5	Analysis of Speech and Audio Signals
meng24_interspeech	"['mashang consumer finance co.,ltd., china', ""university, xi'an, china""]"	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
fujita24_interspeech	['ly corporation, tokyo, japan']	5	Analysis of Speech and Audio Signals
dinkel24b_interspeech	['ai lab, xiaomi corporation, china']	5	Analysis of Speech and Audio Signals
muller24b_interspeech	['fraunhofer aisec 2eurecom 3pindrop, usa']	6	Speech Coding and Enhancement
chen24e_interspeech	['nerc-slip, university of science and technology of china (ustc), china', 'tencent ai lab']	7	Speech Synthesis and Spoken Language Generation
wu24b_interspeech	['nerc-slip, university of science and technology of china, hefei, china', 'china merchants bank, shenzhen, china']	4	Speaker and Language Identification
wu24c_interspeech	['nerc-slip, university of science and technology of china, hefei, china']	5	Analysis of Speech and Audio Signals
xie24_interspeech	['state key laboratory of media convergence and communication, communication university of china 2institute of automation,', 'chinese academy of sciences 3school of artificial intelligence, university of chinese academy of sciences 4department of', 'automation, tsinghua university 5 beijing national research center for information science and technology, tsinghua university']	5	Analysis of Speech and Audio Signals
du24_interspeech	['national engineering research center of speech and language information processing,', 'university of science and technology of china, hefei, p r. china']	7	Speech Synthesis and Spoken Language Generation
honda24_interspeech	['kyoto university, japan']	9	Speech Recognition: Architecture, Search, and Linguistic Components
ye24_interspeech	['hithink royalflush ai research institute, zhejiang, china']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
peng24_interspeech	['nerc-slip, university of science and technology of china, hefei, china']	4	Speaker and Language Identification
ling24_interspeech	['guangdong university of technology, guangzhou, china', 'imsl shenzhen key lab, pku-hkust shenzhen hong kong institute, shenzhen, china', 'shenzhen raisound technologies, co., ltd, shenzhen, china']	9	Speech Recognition: Architecture, Search, and Linguistic Components
yang24d_interspeech	['zhejiang university', 'huawei cloud,']	7	Speech Synthesis and Spoken Language Generation
maisonneuve24_interspeech	['lia, avignon university, france', 'aix-marseille univ, cnrs, lpl, aix-en-provence, france', 'lnpl, toulouse university and toulouse hospital, toulouse, france']	14	Special Sessions and Challenges
setoguchi24_interspeech	['chiba institute of technology']	3	Paralinguistics in Speech and Language: Human and Automatic Analysis and Processing
shi24b_interspeech	['graduate school of informatics, kyoto university, kyoto, japan']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
truong24_interspeech	['english department, university of tubingen, germany']	4	Speaker and Language Identification
niebuhr24_interspeech	['centre for industrial electronics, university of southern denmark, sonderborg, denmark', 'department of foreign languages and linguistics, shiraz university, iran']	3	Paralinguistics in Speech and Language: Human and Automatic Analysis and Processing
amiriparian24_interspeech	['chi – chair of health informatics, mri, tu munich, germany', 'chair of embedded intelligence for health care & wellbeing, university of augsburg, germany', 'glam – group on language, audio, & music, imperial college, uk']	3	Paralinguistics in Speech and Language: Human and Automatic Analysis and Processing
lin24_interspeech	['nercms, school of computer science, wuhan university', 'sleep medicine centre, zhongnan hospital of wuhan university']	5	Analysis of Speech and Audio Signals
messica24_interspeech	['school of computer science and engineering', 'the hebrew university of jerusalem, israel']	14	Special Sessions and Challenges
riegger24_interspeech	['university of konstanz, germany']	2	Phonetics, Phonology, and Prosody
liu24b_interspeech	"['nanjing university of posts and telecommunications, nanjing, china', ""school of advanced technology, xi'an jiaotong-liverpool university, suzhou, china""]"	4	Speaker and Language Identification
li24e_interspeech	['dept. of electrical and electronic engineering, the hong kong polytechnic university', 'graduate institute of communication engineering, national taiwan university', 'dept. of systems engineering & engineering management, the chinese university of hong kong']	4	Speaker and Language Identification
yusuf24_interspeech	['google inc., usa', 'bogazici university, turkey']	9	Speech Recognition: Architecture, Search, and Linguistic Components
abel24_interspeech	['universite de lorraine, cnrs, inria, loria, f-54000 nancy, france']	7	Speech Synthesis and Spoken Language Generation
li24f_interspeech	['universite paris cite, cnrs, llf, france']	2	Phonetics, Phonology, and Prosody
dissen24_interspeech	['faculty of electrical and computer engineering,', 'technion – israel institute of technology, israel']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
audibert24_interspeech	['laboratoire de phonetique et phonologie (cnrs & sorbonne nouvelle), paris, france', 'aix marseille univ, cnrs, lpl, aix-en-provence, france']	2	Phonetics, Phonology, and Prosody
singh24b_interspeech	['iit kanpur, india', 'iiser bhopal, india']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
roth24_interspeech	['school of computer science and engineering', 'the hebrew university of jerusalem, israel']	7	Speech Synthesis and Spoken Language Generation
boukun24_interspeech	['machine learning lab', 'department of medical physics and acoustics, carl von ossietzky universitat oldenburg, germany']	5	Analysis of Speech and Audio Signals
jones24_interspeech	['department of linguistics, university of georgia, athens ga usa', 'department of cognitive science, johns hopkins university, baltimore md usa']	2	Phonetics, Phonology, and Prosody
tadavarthy24_interspeech	['institute for artificial intelligence, university of georgia, athens ga usa', 'department of linguistics, university of georgia, athens ga usa', 'department of cognitive science, johns hopkins university, baltimore md usa']	2	Phonetics, Phonology, and Prosody
rouditchenko24_interspeech	['mit, usa', 'ibm research ai, usa', 'mit-ibm watson ai lab, usa', 'university of bonn, germany']	10	Speech Recognition: Technologies and Systems for New Applications
deshmukh24b_interspeech	['carnegie mellon university', 'microsoft']	5	Analysis of Speech and Audio Signals
shih24_interspeech	['department of computer science, the university of texas at austin, usa']	14	Special Sessions and Challenges
wang24i_interspeech	['center for language and speech processing, johns hopkins university, usa', 'human language technology center of excellence, johns hopkins university, usa', 'laboratory for computational auditory perception, johns hopkins university, usa']	5	Analysis of Speech and Audio Signals
ghosh24_interspeech	['artificial intelligence lab', 'mobile dialog systems, otto-von-guericke-university, magdeburg, germany', 'school of computer science, university of birmingham', 'speech and language technology, german research center for artificial intelligence (dfki)']	7	Speech Synthesis and Spoken Language Generation
dhawan24_interspeech	['nvidia corporation, santa clara, ca, usa']	14	Special Sessions and Challenges
srinivas24_interspeech	['university of washington', 'microsoft', 'assemblyai']	5	Analysis of Speech and Audio Signals
shim24_interspeech	['qualcomm ai research†, qualcomm korea yh, seoul, republic of korea']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
neekhara24_interspeech	['nvidia corporation, santa clara, ca, usa']		
guo24_interspeech	"[""school of marine science and technology, northwestern polytechnical university, xi'an, china"", 'institute of artificial intelligence (teleai), china telecom, china', 'research & development institute of northwestern polytechnical university in shenzhen, china']"	6	Speech Coding and Enhancement
yip24_interspeech	['alibaba-ntu singapore jri, interdisciplinary graduate programme, ntu, singapore', 'nanyang technological university, singapore', 'alibaba group']	14	Special Sessions and Challenges
ward24_interspeech	['university of texas at el paso, usa']	14	Special Sessions and Challenges
shirahata24_interspeech	['ly corporation., japan']		
xu24_interspeech	['machine learning and human language technology group, computer science dept., rwth', 'aachen university, germany', 'apptek gmbh', ' aachen, germany']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
li24g_interspeech	['nerc-slip, university of science and technology of china, hefei, china']	4	Speaker and Language Identification
chen24f_interspeech	['columbia university, usa']	3	Paralinguistics in Speech and Language: Human and Automatic Analysis and Processing
khassanov24_interspeech	['bytedance']	9	Speech Recognition: Architecture, Search, and Linguistic Components
matsuura24_interspeech	['ntt corporation, japan']	12	Spoken Language Processing: Translation, Information Retrieval, Summarization, Resources, and Evaluation
jin24b_interspeech	['dept. of electrical and electronic engineering, the hong kong polytechnic university', 'hong kong sar']	4	Speaker and Language Identification
lambropoulos24_interspeech	['speech and language laboratory, australian national university, canberra, australia', 'school of culture, history and language, australian national university, canberra, australia']	2	Phonetics, Phonology, and Prosody
zhou24_interspeech	['hieu nguyen, jia qi yip, bin ma', 'alibaba group, singapore']	7	Speech Synthesis and Spoken Language Generation
jin24c_interspeech	['dept. of electrical and electronic engineering, the hong kong polytechnic university', 'hong kong sar']	4	Speaker and Language Identification
kim24c_interspeech	['university of seoul, republic of korea', 'naver cloud corporation, republic of korea']	4	Speaker and Language Identification
kim24d_interspeech	['ipai, seoul national university, republic of korea', 'naver cloud, republic of korea', 'dept. of intelligence and information, aiis, seoul national university, republic of korea']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
shen24_interspeech	['china mobile research institute, china']	4	Speaker and Language Identification
yu24_interspeech	['national taiwan normal university, taiwan', 'national chi nan university, taiwan', 'realtek semiconductor corp., taiwan']	5	Analysis of Speech and Audio Signals
um24_interspeech	['dept. of electrical and electronic eng., yonsei university, seoul, south korea']	13	Speech, Voice, and Hearing Disorders
lu24b_interspeech	['key laboratory of speech acoustics and content understanding, institute of acoustics, chinese', 'academy of sciences, china 2university of chinese academy of sciences, china']	4	Speaker and Language Identification
li24h_interspeech	['national institute of information and communications technology (nict), japan', 'nanyang technological university, singapore 3kyoto university, japan']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
kan24_interspeech	['huawei international, singapore', 'huawei technology, china']	4	Speaker and Language Identification
choi24_interspeech	['university of science and technology, south korea', 'electronics and telecommunications research institute, south korea']	10	Speech Recognition: Technologies and Systems for New Applications
suh24_interspeech	['department of applied artificial intelligence, hanyang university, republic of korea']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
shen24b_interspeech	['key laboratory of aerospace information security and trusted computing, ministry of education', 'school of cyber science and engineering, wuhan university']	7	Speech Synthesis and Spoken Language Generation
feng24_interspeech	['cooperative medianet innovation center, shanghai jiao tong university, china', 'shanghai artificial intelligence laboratory, china']	1	Speech Perception, Production, and Acquisition by Human Listeners
wang24j_interspeech	['national taiwan university of science and technology, taiwan', 'national taiwan university, taiwan']	9	Speech Recognition: Architecture, Search, and Linguistic Components
saito24_interspeech	['the university of tokyo, japan', 'keio university, japan', 'ly corp., japan.']	7	Speech Synthesis and Spoken Language Generation
svirsky24_interspeech	['bar ilan university, israel']	12	Spoken Language Processing: Translation, Information Retrieval, Summarization, Resources, and Evaluation
shamsian24_interspeech	['aiola research, israel']	9	Speech Recognition: Architecture, Search, and Linguistic Components
bonafos24_interspeech	"['universite de saint-etienne', ""universite d'aix-marseille"", 'resurgences r&d']"	14	Special Sessions and Challenges
ullah24_interspeech	['school of computer science, university college dublin, ireland']	5	Analysis of Speech and Audio Signals
cho24_interspeech	['department of artificial intelligence, korea university, seoul, korea', 'department of software and computer engineering, ajou university, gyeonggi-do, korea']	7	Speech Synthesis and Spoken Language Generation
zhang24b_interspeech	['department of automation, xiamen university, xiamen 361000, china', 'xiamen key laboratory of big data intelligent analysis and decision making, xiamen university,', 'xiamen 361000, china']	4	Speaker and Language Identification
kunesova24_interspeech	['new technologies for the information society and department of cybernetics,', 'faculty of applied sciences, university of west bohemia, pilsen, czech republic']	7	Speech Synthesis and Spoken Language Generation
rosello24_interspeech	['dept. signal theory, telematics and communications and citic, university of granada, spain', 'fundacion vicomtech, basque research and technology alliance (brta), san sebastian, spain']	4	Speaker and Language Identification
wang24k_interspeech	['the chinese university of hong kong', 'institute of software, chinese academy of sciences', 'nanyang technological university', 'national research council cananda']	9	Speech Recognition: Architecture, Search, and Linguistic Components
xin24_interspeech	['school of ece, peking university, shenzhen, china']	5	Analysis of Speech and Audio Signals
sato24_interspeech	['ntt corporation, japan']	6	Speech Coding and Enhancement
monaghan24_interspeech	['national acoustic laboratories, australia', 'macquarie university, australia']	13	Speech, Voice, and Hearing Disorders
zaitova24_interspeech	['saarland university, germany']	1	Speech Perception, Production, and Acquisition by Human Listeners
turetzky24_interspeech	['the hebrew university of jerusalem, israel', 'technion, israel institute of technology']	12	Spoken Language Processing: Translation, Information Retrieval, Summarization, Resources, and Evaluation
xue24_interspeech	['language science and techonology, saarland university, germany']	1	Speech Perception, Production, and Acquisition by Human Listeners
yan24_interspeech	['ai lab, xiaomi corporation, china']	5	Analysis of Speech and Audio Signals
wang24l_interspeech	"['national institute of informatics, japan', 'school of computing, university of eastern finland,', 'finland', 'department of electrical and electronic engineering, the hong kong polytechnic', 'university, hong kong', ""laboratoire informatique d'avignon, avignon universite, france""]"	4	Speaker and Language Identification
kim24e_interspeech	['naver cloud, south korea', 'yonsei university, south korea']	7	Speech Synthesis and Spoken Language Generation
sun24b_interspeech	['china mobile research institute', 'institute of automation, chinese academy of sciences']	3	Paralinguistics in Speech and Language: Human and Automatic Analysis and Processing
hwang24b_interspeech	['university of tsukuba', 'seikei university']	1	Speech Perception, Production, and Acquisition by Human Listeners
rousso24_interspeech	['technion - israel institute of technology, israel', 'university of zurich, switzerland']	2	Phonetics, Phonology, and Prosody
ahn24_interspeech	['kaist 2kwangwoon university 3ajou university 4seoul national university']	13	Speech, Voice, and Hearing Disorders
zhang24c_interspeech	['kuaishou technology, beijing, china', 'graduate school of informatics, kyoto university, sakyo-ku,kyoto, japan']		
makishima24_interspeech	['ntt corporation, japan']	10	Speech Recognition: Technologies and Systems for New Applications
qiu24_interspeech	['key laboratory of brain health intelligent evaluation and intervention (beijing institute of technology),', 'ministry of education, beijing 100081, china', 'school of medical technology, beijing institute of technology, beijing 100081, china', 'school of automation, nanjing university of aeronautics and astronautics, nanjing, china', 'msu-bit-smbu joint research center of applied mathematics, shenzhen msu-bit university, shenzhen,', ', china', 'educational physiology laboratory, graduate school of education, university of tokyo, japan', 'glam – the group on language, audio, & music, imperial college london, uk', 'chi – chair of health informatics, mri, technical university of munich, germany']	5	Analysis of Speech and Audio Signals
moriya24_interspeech	['ntt corporation, japan']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
hsieh24_interspeech	['graduate program of multimedia systems and intelligent computing,', 'national cheng kung university, tainan, taiwan']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
vankeirsbilck24_interspeech	['nvidia, germany']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
lin24b_interspeech	['national taiwan university, taiwan', 'asus intelligent cloud services, singapore']	14	Special Sessions and Challenges
lu24c_interspeech	['graduate institute of communication engineering, national taiwan university, taiwan', 'nvidia']	14	Special Sessions and Challenges
yang24e_interspeech	['department of electrical engineering, national tsing hua university, taiwan']	6	Speech Coding and Enhancement
cao24b_interspeech	['department of electronic systems, ntnu, norway', 'kth royal institute of technology, eecs, sweden']	10	Speech Recognition: Technologies and Systems for New Applications
chien24_interspeech	['department of electrical engineering, national tsing hua university, taiwan']	3	Paralinguistics in Speech and Language: Human and Automatic Analysis and Processing
lenglet24_interspeech	['univ. grenoble alpes, cnrs, grenoble inp, gipsa-lab, france']	7	Speech Synthesis and Spoken Language Generation
